name,no_of_settled_bet,market_dict,league_dict,most_frequent_market,market_amount,market %,most_frequent_league,league_amount,league %
198PRD8002,415,"{'Match Odds': 5, 'Asian Handicap': 194, 'Asian Over/Under': 167, 'Asian Over/Under - Half Time': 29, 'Asian Handicap - Half Time': 15, 'Match 1X2': 3, 'Match 1X2 - Half Time': 2}","{'Egypt Cup': 2, 'Peru Liga 1': 13, 'Saudi Professional League': 4, 'UEFA Europa Conference League, Qualification': 4, 'Victorian (Premier League)': 1, 'Super Lig': 17, 'Bulgaria Premier League': 7, 'Bolivian Primera Division': 8, '2. Bundesliga': 4, 'New South Wales (Premier League)': 1, 'Brasileiro Feminino': 1, 'Ecuador Primera A': 1, 'Colombia Primera A': 7, 'K-League Classic (First League)': 2, 'Bundesliga': 14, 'Leagues Cup': 1, 'Brasilero Serie A': 5, 'K-League (Second League)': 4, 'Ligat Ha Al': 1, 'Axpo Super League': 5, 'ADEG Erste Liga': 4, 'Eerste Divisie': 3, 'Primeira Liga': 5, 'Eliteserien': 2, 'Adeccoligaen': 1, 'Liga de Expansion': 4, 'La Liga Profesional': 3, 'Nabisco Cup': 1, 'UEFA Champions League (Women)': 13, 'Africa Cup of Nations, Qualification': 4, 'Club Friendly Games': 10, 'Segunda Division': 1, 'Brasilero Serie B': 2, 'World Cup Qualification, AFC': 1, 'U21 European Championship, Qualification': 6, 'CONCACAF Nations League': 7, 'Belgium Challenger Pro League': 1, 'League Two': 2, 'Campeonato Uruguayo': 1, 'England Premier League': 13, 'PrvaLiga Telekom': 1, 'Football League Trophy': 4, 'UEFA Champions League': 9, 'Eredivisie': 3, 'AFC Champions League Two': 6, 'UEFA Champions League, Women Qualification': 4, 'TFF 1. Lig': 1, 'Danish Superliga': 4, 'Chinese Super League': 3, 'FFA Cup': 1, 'Viasat Sport Divisionen (1st Division)': 1, 'Primera Division': 4, 'UAE Arabian Gulf League': 3, 'Serie A': 15, 'Meistriliiga': 1, 'Argentina Primera B Nacional': 3, 'Primera Division Femenina': 1, 'Allsvenskan': 1, 'Thai League': 3, 'Qatar Stars League': 8, ""King's Cup"": 6, 'Liga MX': 1, 'First Division A': 1, 'Coppa Italia': 2, 'EFL Cup': 1, 'Poland Cup': 12, '3.Liga': 5, 'UEFA Europa League': 7, 'Greece Cup': 7, 'Chinese FA Cup': 1, 'tipp3-Bundesliga': 4, 'Ligue 1': 4, 'Ligue 2': 1, 'Chile Primera Division': 2, 'J.League': 3, 'League One': 1, 'AFC Champions League Elite': 6, 'Liga de Honra': 1, ""Women's Super League"": 2, 'Brasilero Serie D': 1, 'Unibet I liga': 1, 'Indian Super League': 1, 'Russian Cup': 1, 'Major League Soccer': 9, 'Ykkosliiga': 2, 'UEFA Europa Conference League': 2, ""Women's WSL Cup"": 2, 'Qatar Stars Cup': 4, 'Superettan': 1, 'Serie C Girone B': 1, 'World Cup Qualification, OFC': 1, 'UEFA Nations League': 9, 'Chile Cup': 2, 'Paraguay Cup': 1, 'Colombia Cup': 2, 'Presidents Cup': 3, 'Hyundai A-League': 1, 'Taca de Portugal': 1, 'Serbia Super Liga': 2, 'Serie B': 1, 'Urvalsdeild': 1, 'Liga I': 1, 'England Championship': 2, 'Premier League': 1, 'Cyprus 1st Division': 1, 'Copa del Rey': 16, 'UEFA Womens Euro, Qualification': 2, 'KNVB Beker': 7, 'Croatia Cup': 1, 'Estonia Cup': 4, 'Serbia Cup': 1, 'Romania Cup': 1}",Asian Handicap,194.0,46.75,Super Lig,17.0,4.1
198PRD8003,344,"{'Asian Over/Under': 131, 'Asian Handicap': 159, 'Asian Over/Under - Half Time': 26, 'Match Odds': 2, 'Asian Handicap - Half Time': 12, 'Match 1X2 - Half Time': 6, 'Match 1X2': 8}","{'Eliteserien': 3, 'UEFA Europa Conference League, Qualification': 2, 'Brasilero Serie B': 3, 'Victorian (Premier League)': 2, 'Bundesliga': 8, 'Peru Liga 1': 6, 'England Premier League': 11, 'Primera Division': 10, '3.Liga': 4, 'Danish Superliga': 4, 'Korea FA Cup': 1, 'UEFA Champions League, Qualification': 2, 'ADEG Erste Liga': 3, 'New South Wales (Premier League)': 1, '2. Bundesliga': 3, 'Allsvenskan': 2, 'Adeccoligaen': 4, 'La Liga Profesional': 4, 'International Friendly Games': 2, 'DBU Pokalen': 7, 'UEFA Champions League (Women)': 7, 'Club Friendly Games': 5, 'NPL Queensland': 1, 'U21 European Championship, Qualification': 4, 'Africa Cup of Nations, Qualification': 4, 'CONCACAF Nations League': 3, 'Chinese Super League': 3, 'Bolivian Primera Division': 7, 'Indonesia Liga 1': 1, 'AFC Champions League Elite': 4, 'Eredivisie': 4, 'UEFA Champions League': 11, 'AFC Champions League Two': 8, 'Superettan': 2, 'Pro League': 4, 'Thai League': 2, 'Eerste Divisie': 2, 'Axpo Super League': 2, 'Liga de Expansion': 2, 'Ekstraklasa': 1, 'Bulgaria Premier League': 7, 'Saudi Professional League': 6, 'Argentina Primera B Nacional': 1, 'Serie A': 15, ""King's Cup"": 3, 'Poland Cup': 9, 'OFB Stiegl Cup': 2, 'EFL Cup': 2, 'Emperor Cup': 1, 'UEFA Champions League, Women Qualification': 1, 'UEFA Europa League': 14, 'Greece Cup': 6, 'Qatar Stars League': 7, 'Croatia 1. HNL': 2, ""Women's Super League"": 1, 'J.League': 1, 'NB I': 1, 'Major League Soccer': 4, 'Super Lig': 5, 'League Two': 2, 'Colombia Cup': 3, 'UEFA Europa Conference League': 3, 'Paraguay Primera Division': 1, 'Gambrinus Liga': 2, 'Russia Premier League': 1, 'Bundesliga (Women)': 1, 'Serie C Girone B': 1, 'Football League Trophy': 2, 'UEFA Nations League': 8, 'World Cup Qualification, AFC': 1, 'Colombia Primera A': 2, 'Paraguay Cup': 2, 'Kazakhstan Premier League': 2, 'tipp3-Bundesliga': 1, 'Serie B': 2, 'Hyundai A-League': 1, 'Taca de Portugal': 2, 'First Division A': 3, 'Ligue 1': 2, 'Copa Ecuador': 1, 'Egypt Super Cup': 1, 'Ligue 2': 2, 'Segunda Division': 3, 'Uruguay Cup': 1, 'International Friendly Games (Women)': 1, 'UEFA Womens Euro, Qualification': 3, 'Belgium Challenger Pro League': 1, 'Brasilero Serie A': 1, 'Urvalsdeild': 2, 'Primeira Liga': 1, 'Copa del Rey': 19, 'KNVB Beker': 7, 'Serbia Cup': 3, 'Croatia Cup': 1, 'Slovenia Cup': 2, 'Estonia Cup': 2, 'DFB Pokal': 2, 'Romania Cup': 2}",Asian Handicap,159.0,46.22,Copa del Rey,19.0,5.52
198PRD8004,355,"{'Match Odds': 5, 'Asian Over/Under - Half Time': 29, 'Asian Over/Under': 139, 'Asian Handicap - Half Time': 12, 'Asian Handicap': 158, 'Match 1X2': 10, 'Match 1X2 - Half Time': 2}","{'Copa Sudamericana': 1, 'Premier League 2 (Division 1)': 2, 'UEFA Europa Conference League, Qualification': 3, 'UEFA Europa League, Qualification': 1, 'Victorian (Premier League)': 2, 'Challenge League': 2, 'Peru Liga 1': 10, 'Super Lig': 6, 'Bulgaria Premier League': 10, 'Bolivian Primera Division': 12, 'ADEG Erste Liga': 2, 'England Premier League': 13, 'Bundesliga': 12, 'Ligue 1': 2, 'New South Wales (Premier League)': 3, 'K-League (Second League)': 2, 'DFB Pokal': 2, 'UAE Arabian Gulf League': 3, '3.Liga': 5, 'Argentina Primera B Nacional': 3, 'Eliteserien': 2, 'Primeira Liga': 4, 'Major League Soccer': 8, 'International Friendly Games': 1, 'Football League Trophy': 6, 'UEFA Champions League (Women)': 9, 'Africa Cup of Nations, Qualification': 6, 'DBU Pokalen': 2, 'U21 European Championship, Qualification': 2, 'Brasilero Serie B': 4, 'FFA Cup': 1, 'First Division A': 3, 'Ekstraklasa': 2, 'PrvaLiga Telekom': 1, 'AFC Champions League Elite': 7, 'Primera Division': 11, 'UEFA Champions League': 14, 'AFC Champions League Two': 5, 'Eredivisie': 1, '2. Bundesliga': 7, 'Danish Superliga': 2, 'Ecuador Primera A': 1, 'Saudi Professional League': 5, 'NB I': 1, 'J.League': 2, 'Qatar Stars League': 3, 'La Liga Profesional': 3, 'Liga MX': 2, 'J.League 3': 1, 'Bundesliga (Women)': 2, ""King's Cup"": 2, 'Poland Cup': 8, 'OFB Stiegl Cup': 1, 'EFL Cup': 5, 'Serie A': 9, 'UEFA Europa League': 4, 'Serie C Girone A': 2, 'J.League 2': 1, 'Liga de Expansion': 2, 'Urvalsdeild': 1, 'Colombia Cup': 2, 'Indian Super League': 1, 'Adeccoligaen': 1, ""Women's WSL Cup"": 1, 'UEFA Europa Conference League': 1, 'Qatar Stars Cup': 3, 'Cyprus 1st Division': 2, 'Paraguay Primera Division': 2, 'Segunda Division': 5, 'Scotland Premier League': 2, 'Serie B': 1, 'Allsvenskan': 1, 'Belgium Challenger Pro League': 2, 'Colombia Primera A': 2, 'Paraguay Cup': 2, 'Club Friendly Games': 8, 'UEFA Nations League': 8, 'CONCACAF Nations League': 4, 'Nabisco Cup': 1, 'Liga de Honra': 1, 'Chile Primera Division': 1, 'Indonesia Liga 1': 1, 'Chinese Super League': 1, 'Gambrinus Liga': 1, 'Spain Rfef Primera - Group 2': 1, 'Premier League Cup (U21)': 1, 'Serbia Super Liga': 2, 'Taca de Portugal': 5, 'Kazakhstan Premier League': 1, 'England Championship': 1, 'Ligue 2': 1, 'Greece Super League': 1, 'Slovenia Cup': 1, 'International Friendly Games (Women)': 2, 'Chile Cup': 3, 'Copa del Rey': 17, 'KNVB Beker': 7, 'Serbia Cup': 1, 'Croatia Cup': 1, 'Greece Cup': 2, 'Estonia Cup': 4, 'Hungary Magyar Kupa': 1}",Asian Handicap,158.0,44.51,Copa del Rey,17.0,4.79
198PRD8005,353,"{'Asian Handicap': 171, 'Asian Over/Under': 131, 'Match Odds': 4, 'Asian Over/Under - Half Time': 24, 'Match 1X2': 11, 'Asian Handicap - Half Time': 9, 'Match 1X2 - Half Time': 3}","{'UEFA Europa Conference League, Qualification': 4, 'Peru Liga 1': 13, 'UEFA Europa League, Qualification': 2, 'Premier League 2 (Division 1)': 2, 'League One': 2, 'Indonesia Liga 1': 2, 'Scotland Premier League': 1, 'Eredivisie': 5, 'Pro League': 2, 'Primera Division': 16, 'Bulgaria Premier League': 8, 'Bundesliga': 11, 'Challenge League': 4, 'Serie C Girone A': 3, 'England Premier League': 12, 'Conference National': 1, 'Saudi Professional League': 9, 'DFB Pokal': 2, 'Victorian (Premier League)': 1, 'Axpo Super League': 3, 'Ligue 2': 2, 'Ecuador Primera A': 2, 'K-League (Second League)': 1, '3.Liga': 6, 'First Division A': 4, 'Primeira Liga': 4, 'New South Wales (Premier League)': 2, 'Segunda Division': 2, 'U21 European Championship, Qualification': 7, 'J.League 3': 4, 'CONCACAF Nations League': 13, 'Argentina Primera B Nacional': 3, 'Major League Soccer': 10, 'UAE League Cup': 2, 'Africa Cup of Nations, Qualification': 6, 'UEFA Nations League': 12, 'Football League Trophy': 1, 'Colombia Cup': 1, 'Ykkosliiga': 1, 'Schweizer Cup': 1, 'UEFA Champions League': 13, 'Super Lig': 8, 'AFC Champions League Elite': 5, 'Copa Sudamericana': 1, 'DBU Pokalen': 2, 'Eerste Divisie': 1, 'Viasat Sport Divisionen (1st Division)': 1, 'Ligat Ha Al': 1, 'Bolivian Primera Division': 2, '2. Bundesliga': 4, 'Eliteserien': 1, ""King's Cup"": 5, 'Serie A': 6, 'Colombia Primera A': 5, 'Greece Super League': 1, 'Poland Cup': 7, 'UEFA Europa League': 5, 'Premier League Cup (U21)': 1, 'Qatar Stars League': 3, 'Ukraine Premier League': 1, 'Adeccoligaen': 2, 'NB I': 1, 'Brasilero Serie B': 2, 'ADEG Erste Liga': 1, 'Paraguay Cup': 1, 'AFC Champions League Two': 8, 'Copa Ecuador': 1, 'UEFA Europa Conference League': 3, 'Thai League': 2, 'Liga de Honra': 1, 'Venezuela Primera Division': 1, 'Meistriliiga': 1, 'Ekstraklasa': 1, 'Urvalsdeild': 1, 'Serie C Girone B': 1, 'Bundesliga (Women)': 1, 'UEFA Champions League (Women)': 4, 'Greece Cup': 2, 'Club Friendly Games': 8, 'World Cup Qualification, CONMEBOL': 3, 'International Friendly Games': 4, 'Qatar Stars Cup': 2, 'Campeonato Uruguayo': 2, 'NWSL': 1, 'Ireland First Division': 1, 'Presidents Cup': 2, 'J.League': 1, 'Taca de Portugal': 4, 'J.League 2': 1, 'Kazakhstan Premier League': 1, 'Serie C Girone C': 2, ""Women's Super League"": 2, 'Ligue 1': 5, 'tipp3-Bundesliga': 2, 'Paraguay Primera Division': 1, 'Liga MX': 3, 'Danish Superliga': 1, 'Croatia 1. HNL': 1, 'League Two': 1, 'England Championship': 1, 'Serie B': 1, 'Gambrinus Liga': 1, 'Allsvenskan': 1, 'UAE Arabian Gulf League': 1, 'KNVB Beker': 3, 'Chile Cup': 1, 'Slovenia Cup': 1, 'Copa del Rey': 1}",Asian Handicap,171.0,48.44,Primera Division,16.0,4.53
198a,956,"{'Asian Handicap': 749, 'Asian Over/Under': 206, 'Match Odds': 1}","{'England Championship': 18, 'England Premier League': 126, 'Scotland Premier League': 5, 'Primera Division': 102, 'Coppa Italia': 4, 'Hyundai A-League': 61, 'Super Lig': 40, 'FA Cup': 17, 'Primeira Liga': 32, 'Serie A': 97, 'EFL Cup': 6, 'Spain Super Cup': 3, 'Bundesliga': 76, 'Eredivisie': 28, 'Ligue 1': 39, 'Africa Cup of Nations': 10, 'AFC Nations Cup': 54, 'Copa del Rey': 2, 'Supercoppa': 1, '2. Bundesliga': 29, 'Segunda Division': 3, 'La Liga Profesional': 11, 'Ligue 2': 1, 'DFB Pokal': 2, 'First Division A': 2, 'Egypt League Cup': 1, 'League Cup': 6, 'Axpo Super League': 7, 'Saudi Professional League': 9, 'Egypt Premier League': 8, 'Ekstraklasa': 2, 'tipp3-Bundesliga': 3, 'Danish Superliga': 9, 'Eerste Divisie': 3, 'Liga I': 4, 'AFC Champions League': 23, 'UEFA Champions League': 21, 'Gambrinus Liga': 2, 'UEFA Europa League': 15, 'UEFA Europa Conference League': 2, 'J.League': 13, 'New South Wales (Premier League)': 1, 'Indian Super League': 6, 'Major League Soccer': 11, 'V-League': 1, 'Serie B': 1, 'Greece Super League': 7, 'Turkey Cup': 1, 'Coupe de France': 2, 'K-League Classic (First League)': 4, 'Qatar Stars League': 5, 'Russia Premier League': 1, 'J.League 2': 3, 'Victorian (Premier League)': 1, 'Unibet I liga': 1, 'Russian Cup': 2, 'U21 European Championship, Qualification': 8, 'UEFA Nations League': 1, 'International Friendly Games': 3}",Asian Handicap,749.0,78.35,England Premier League,126.0,13.18
198a1,172,"{'Asian Handicap': 123, 'Asian Over/Under': 49}","{'2. Bundesliga': 13, 'Danish Superliga': 10, 'England Premier League': 24, 'Ligue 1': 7, 'Primera Division': 4, 'Russia Premier League': 1, 'Eredivisie': 10, 'Segunda Division': 3, 'Allsvenskan': 8, 'tipp3-Bundesliga': 1, 'Eliteserien': 9, 'Primeira Liga': 3, 'Serie B': 8, 'Serie A': 4, 'First Division A': 3, 'England Championship': 9, 'Axpo Super League': 11, 'Eerste Divisie': 1, 'Premier League': 3, 'Super Lig': 8, 'Coupe de France': 2, 'Coppa Italia': 10, 'J.League 2': 6, 'J.League': 7, 'K-League Classic (First League)': 2, 'Hyundai A-League': 1, 'REMES Puchar Polski': 1, 'DFB Pokal': 2, 'Ekstraklasa': 1}",Asian Handicap,123.0,71.51,England Premier League,24.0,13.95
198a2,59,"{'Asian Handicap - Half Time': 11, 'Asian Handicap': 24, 'Asian Over/Under': 18, 'Asian Over/Under - Half Time': 6}","{'Super Lig': 3, 'Eredivisie': 4, 'England Premier League': 13, 'Challenge League': 1, 'J.League': 5, 'K-League Classic (First League)': 2, 'Hyundai A-League': 2, 'J.League 2': 1, 'Axpo Super League': 3, '2. Bundesliga': 3, 'Serie A': 10, 'Serie B': 2, 'Scotland Premier League': 1, 'Primeira Liga': 1, 'Ligue 1': 6, 'Eerste Divisie': 1, 'Allsvenskan': 1}",Asian Handicap,24.0,40.68,England Premier League,13.0,22.03
198a3,171,"{'Asian Handicap': 104, 'Asian Over/Under': 67}","{'First Division A': 8, 'Bundesliga': 18, 'Ligue 1': 14, 'England Championship': 4, 'Premier League': 1, 'Veikkausliiga': 2, 'Serie B': 3, 'Serie A': 11, 'Allsvenskan': 10, 'England Premier League': 12, 'Primeira Liga': 10, 'Eredivisie': 12, 'Scotland Premier League': 1, 'Ekstraklasa': 4, 'tipp3-Bundesliga': 4, 'Axpo Super League': 8, 'Segunda Division': 2, '2. Bundesliga': 5, 'J.League': 8, 'J.League 2': 10, 'Hyundai A-League': 6, 'K-League Classic (First League)': 6, 'Danish Superliga': 5, 'Eliteserien': 3, 'Russia Premier League': 4}",Asian Handicap,104.0,60.82,Bundesliga,18.0,10.53
198aa4,644,"{'Asian Over/Under': 131, 'Asian Handicap': 513}","{'Egypt Premier League': 1, 'England Premier League': 98, 'UEFA Champions League': 13, 'UEFA Europa League': 12, 'Serie A': 75, 'Super Lig': 25, 'Eredivisie': 36, 'Bundesliga': 71, 'England Championship': 25, 'Primera Division': 68, 'Primeira Liga': 20, '2. Bundesliga': 9, 'Ligue 1': 38, 'Major League Soccer': 6, 'Danish Superliga': 17, 'EFL Cup': 2, 'Segunda Division': 4, 'KNVB Beker': 1, 'Coupe de France': 2, 'FA Cup': 2, 'Copa del Rey': 4, 'Scotland Premier League': 1, 'AFC Champions League': 5, 'UEFA Europa Conference League': 7, 'Saudi Professional League': 2, 'Russia Premier League': 20, 'U21 European Championship, Qualification': 7, 'UEFA European Championship, Qualification': 7, 'International Friendly Games': 8, 'League One': 1, 'Eliteserien': 22, 'Coppa Italia': 3, 'Allsvenskan': 16, 'Russian Cup': 2, 'Veikkausliiga': 4, 'Axpo Super League': 1, 'Liga I': 1, 'tipp3-Bundesliga': 2, 'Turkey Cup': 1, 'Schweizer Cup': 2, 'Brasilero Serie A': 2, 'La Liga Profesional': 1}",Asian Handicap,513.0,79.66,England Premier League,98.0,15.22
198aa9,37,"{'Asian Handicap': 29, 'Asian Over/Under': 8}","{'England Championship': 8, 'UEFA Champions League': 2, 'UEFA Europa League': 9, 'UEFA Europa Conference League': 1, 'Veikkausliiga': 2, '2. Bundesliga': 6, 'Super Lig': 1, 'Bundesliga': 3, 'Primera Division': 1, 'Premier League': 3, 'Serie A': 1}",Asian Handicap,29.0,78.38,UEFA Europa League,9.0,24.32
198bb9,392,"{'Asian Handicap': 288, 'Asian Over/Under': 104}","{'Bundesliga': 25, 'K-League Classic (First League)': 11, 'J.League 2': 6, 'Hyundai A-League': 9, 'J.League': 17, 'Veikkausliiga': 3, '2. Bundesliga': 12, 'England Premier League': 37, 'England Championship': 16, 'Serie B': 8, 'Ligue 1': 16, 'tipp3-Bundesliga': 9, 'Allsvenskan': 18, 'Axpo Super League': 19, 'Super Lig': 17, 'Primera Division': 13, 'Serie A': 27, 'Eredivisie': 4, 'First Division A': 18, 'Ekstraklasa': 7, 'Danish Superliga': 4, 'Eliteserien': 6, 'Russia Premier League': 11, 'Segunda Division': 10, 'Primeira Liga': 10, 'Ligue 2': 5, 'Premier League': 4, 'UEFA Europa League': 6, 'UEFA Europa Conference League': 1, 'Chinese Super League': 1, 'Scottish Cup': 1, 'FA Cup': 2, 'KNVB Beker': 2, 'AFC Champions League': 2, 'Turkey Cup': 3, 'Coppa Italia': 8, 'Nabisco Cup': 9, 'Indian Super League': 1, 'Egypt Premier League': 2, 'Greece Super League': 3, 'Ykkosliiga': 5, 'Qatar Stars League': 2, 'Viasat Sport Divisionen (1st Division)': 1, 'Saudi Professional League': 1}",Asian Handicap,288.0,73.47,England Premier League,37.0,9.44
198bet00001,80,"{'Asian Handicap': 39, 'Asian Over/Under': 25, 'Asian Handicap - Half Time': 4, 'Match Odds': 9, 'Match 1X2': 3}","{'UEFA Europa League, Qualification': 1, 'Bolivian Primera Division': 2, 'Ykkosliiga': 1, 'Club Friendly Games': 1, 'Adeccoligaen': 5, 'England Premier League': 7, 'Copa Libertadores': 10, 'ADEG Erste Liga': 2, 'Egypt Premier League': 8, 'UEFA Super Cup': 3, 'Russian Cup': 3, 'Eliteserien': 1, 'EFL Cup': 4, 'Brasilero Serie C': 1, 'Brasilero Serie B': 2, 'Primera Division': 4, 'Indonesia Liga 1': 6, 'Thai League': 2, 'Ekstraklasa': 1, 'Serie A': 2, 'League One': 1, 'AFC Champions League Elite': 4, 'Meistriliiga': 1, 'Emperor Cup': 1, 'J.League 2': 1, 'AFC Champions League Two': 2, 'Premier League': 1, 'Scottish Championship': 1, 'Colombia Cup': 2}",Asian Handicap,39.0,48.75,Copa Libertadores,10.0,12.5
198bet00002,73,"{'Asian Handicap': 31, 'Match Odds - Half Time': 7, 'Match Odds': 9, 'Asian Over/Under': 20, 'Asian Handicap - Half Time': 1, 'Asian Over/Under - Half Time': 3, 'Match 1X2': 2}","{'UEFA Europa League, Qualification': 8, 'FFA Cup': 1, 'Bolivian Primera Division': 4, 'Colombia Primera A': 1, 'Adeccoligaen': 5, 'England Premier League': 10, 'Copa Libertadores': 5, 'Russian Cup': 9, 'Egypt Premier League': 1, 'Saudi Super Cup': 1, 'UEFA Super Cup': 1, 'Eliteserien': 1, 'UEFA Europa Conference League, Qualification': 1, 'Argentina Primera B Nacional': 2, 'Club Friendly Games': 2, 'Brasilero Serie B': 2, 'Primera Division': 4, 'Bundesliga': 1, 'World Cup Qualification, AFC': 1, 'Africa Cup of Nations, Qualification': 1, '2. Bundesliga': 1, 'Ekstraklasa': 1, 'Gambrinus Liga': 1, 'Meistriliiga': 1, 'AFC Champions League Two': 1, 'Emperor Cup': 1, 'AFC Champions League Elite': 1, 'Premier League': 1, 'Bundesliga (Women)': 2, 'Football League Trophy': 2}",Asian Handicap,31.0,42.47,England Premier League,10.0,13.7
198bet00003,17,"{'Asian Over/Under - Half Time': 1, 'Asian Over/Under': 4, 'Match Odds': 1, 'Asian Handicap': 10, 'Match 1X2': 1}","{'Bolivian Primera Division': 4, 'Brasilero Serie B': 2, 'World Cup Qualification, AFC': 1, 'Africa Cup of Nations, Qualification': 2, 'International Friendly Games': 1, 'Indonesia Liga 1': 1, '2. Bundesliga': 1, 'AFC Champions League Elite': 1, 'Colombia Cup': 2, 'Allsvenskan': 1, 'Brasilero Serie A': 1}",Asian Handicap,10.0,58.82,Bolivian Primera Division,4.0,23.53
198bet00004,9,"{'Asian Over/Under': 2, 'Asian Handicap': 3, 'Match Odds': 2, 'Match 1X2': 2}","{'Bolivian Primera Division': 1, 'EFL Cup': 1, 'Argentina Primera B Nacional': 1, 'England Premier League': 1, 'Thai League': 1, 'Africa Cup of Nations, Qualification': 1, 'AFC Champions League Elite': 1, 'Colombia Cup': 1, 'Brasilero Serie A': 1}",Asian Handicap,3.0,33.33,Bolivian Primera Division,1.0,11.11
198bet00005,2,{'Asian Handicap': 2},"{'ADEG Erste Liga': 1, 'Copa Libertadores': 1}",Asian Handicap,2.0,100.0,ADEG Erste Liga,1.0,50.0
198cc9,40,"{'Asian Handicap': 30, 'Asian Over/Under': 10}","{'Allsvenskan': 3, 'Eredivisie': 3, 'Russia Premier League': 1, 'Saudi Professional League': 3, 'First Division A': 1, 'England Premier League': 3, 'Hyundai A-League': 5, 'Chinese Super League': 4, 'Viasat Sport Divisionen (1st Division)': 1, 'Super Lig': 5, 'UAE Arabian Gulf League': 2, 'Danish Superliga': 1, 'tipp3-Bundesliga': 1, 'Ligue 1': 1, 'Primera Division': 3, 'Bundesliga': 1, 'England Championship': 1, 'Premier League': 1}",Asian Handicap,30.0,75.0,Hyundai A-League,5.0,12.5
198dd9,1,{'Asian Handicap': 1},{'Premier League': 1},Asian Handicap,1.0,100.0,Premier League,1.0,100.0
198fb9,1717,"{'Asian Over/Under': 799, 'Asian Handicap': 822, 'Asian Handicap - Half Time': 49, 'Asian Over/Under - Half Time': 47}","{'Super Lig': 84, 'Africa Cup of Nations': 39, 'Liga I': 7, 'Supercoppa': 8, 'Segunda Division': 27, 'England Premier League': 173, 'England Championship': 55, 'Primera Division': 124, 'AFC Nations Cup': 105, 'Axpo Super League': 48, 'Ligue 2': 72, 'Scotland Premier League': 20, 'Coupe de France': 6, 'Eredivisie': 82, 'Copa del Rey': 12, 'Bundesliga': 111, 'Taça da Liga': 7, 'EFL Cup': 7, 'Hyundai A-League': 30, 'FA Cup': 60, '2. Bundesliga': 79, 'Ligue 1': 73, 'First Division A': 56, 'Serie A': 131, 'Serie B': 33, 'League Cup': 17, 'La Liga Profesional': 4, 'Primeira Liga': 39, 'DFB Pokal': 3, 'UEFA Champions League': 9, 'UEFA Europa League': 11, 'UEFA Europa Conference League': 1, 'Veikkausliiga': 9, 'Ekstraklasa': 3, 'Viasat Sport Divisionen (1st Division)': 4, 'J.League': 33, 'J.League 2': 3, 'Eliteserien': 9, 'tipp3-Bundesliga': 4, 'Danish Superliga': 4, 'K-League Classic (First League)': 5, 'Scottish Cup': 3, 'Allsvenskan': 9, 'Challenge League': 2, 'AFC Champions League': 1, 'Coppa Italia': 2, 'Greece Super League': 1, 'Egypt Premier League': 1, 'Ykkosliiga': 2, 'Chinese Super League': 5, 'Saudi Professional League': 1, 'Major League Soccer': 1, 'International Friendly Games': 3, 'UEFA European Championship': 79}",Asian Handicap,822.0,47.87,England Premier League,173.0,10.08
198hanb1,4,"{'Asian Handicap': 3, 'Asian Over/Under - Half Time': 1}","{'Serbia Cup': 1, 'Copa Libertadores': 1, 'Romania Cup': 1, 'Bolivian Primera Division': 1}",Asian Handicap,3.0,75.0,Serbia Cup,1.0,25.0
198hanb2,4,"{'Asian Handicap - Half Time': 1, 'Asian Handicap': 2, 'Asian Over/Under - Half Time': 1}","{'Poland Cup': 1, 'Brasilero Serie A': 1, 'Greece Cup': 1, 'Bolivian Primera Division': 1}",Asian Handicap,2.0,50.0,Poland Cup,1.0,25.0
198hanb3,3,"{'Asian Handicap - Half Time': 1, 'Asian Handicap': 1, 'Asian Over/Under - Half Time': 1}","{'Poland Cup': 1, 'Saudi Professional League': 1, 'Bolivian Primera Division': 1}",Asian Handicap - Half Time,1.0,33.33,Poland Cup,1.0,33.33
198hh9,522,"{'Asian Handicap': 362, 'Asian Over/Under': 160}","{'Serie A': 24, 'J.League 2': 29, 'J.League': 40, 'K-League Classic (First League)': 14, 'Chinese Super League': 1, 'Primera Division': 25, 'Danish Superliga': 12, 'Super Lig': 13, 'Russia Premier League': 12, 'FA Cup': 6, 'AFC Champions League': 7, 'Eliteserien': 30, 'DFB Pokal': 6, 'Axpo Super League': 9, 'Coupe de France': 5, 'Serie B': 2, 'England Championship': 4, 'Veikkausliiga': 16, 'Segunda Division': 45, 'Allsvenskan': 4, 'Copa Libertadores': 1, 'Major League Soccer': 35, 'UEFA Champions League': 5, 'La Liga Profesional': 7, 'Brasilero Serie A': 2, 'Russian Cup': 1, 'International Friendly Games': 83, 'Nabisco Cup': 24, 'UEFA European Championship': 60}",Asian Handicap,362.0,69.35,International Friendly Games,83.0,15.9
198ii9,51,"{'Asian Handicap': 20, 'Asian Over/Under': 31}",{'UEFA European Championship': 51},Asian Over/Under,31.0,60.78,UEFA European Championship,51.0,100.0
